geneID,Gene.Name,Gene.stable.ID,Subject.sequence.ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Protein.annotations
gene24060,LOC106905631,ENSPMEG00000018076,sp|Q96KE9|BTBD6_HUMAN,96.43633633,-0.139500539,0.276145872,-0.505169741,0.613439621,0.826070137,BTB/POZ domain-containing protein 6 OS=Homo sapiens GN=BTBD6 PE=1 SV=3
gene20090,tmed1,ENSPMEG00000020496,sp|Q9Y3A6|TMED5_HUMAN,10.01978268,-0.244789321,0.484546598,-0.505192529,0.613423617,0.826070137,Transmembrane emp24 domain-containing protein 5 OS=Homo sapiens GN=TMED5 PE=1 SV=1
gene20391,depdc1,ENSPMEG00000007184,sp|Q5TB30|DEP1A_HUMAN,42.30773505,-0.167245358,0.331350338,-0.504738759,0.613742334,0.82628023,DEP domain-containing protein 1A OS=Homo sapiens GN=DEPDC1 PE=1 SV=2
gene1562,kctd12,ENSPMEG00000009742,sp|Q96CX2|KCD12_HUMAN,5.406485729,0.292493355,0.579509392,0.504725824,0.613751421,0.82628023,BTB/POZ domain-containing protein KCTD12 OS=Homo sapiens GN=KCTD12 PE=1 SV=1
gene11087,LOC106922728,ENSPMEG00000016466,sp|Q15759|MK11_HUMAN,18.56529028,-0.201075803,0.398329512,-0.504797654,0.613700964,0.82628023,Mitogen-activated protein kinase 11 OS=Homo sapiens GN=MAPK11 PE=1 SV=2
gene16409,LOC106928543,ENSPMEG00000018562,sp|Q9NQR1|SETD8_HUMAN,27.30894741,0.148210121,0.29361758,0.50477264,0.613718535,0.82628023,N-lysine methyltransferase SETD8 OS=Homo sapiens GN=SETD8 PE=1 SV=3
gene3892,heatr5b,ENSPMEG00000013589,sp|Q9P2D3|HTR5B_HUMAN,518.6998433,0.060678978,0.120250099,0.504606469,0.613835266,0.826288243,HEAT repeat-containing protein 5B OS=Homo sapiens GN=HEATR5B PE=1 SV=2
gene8647,LOC106920080,ENSPMEG00000015408,sp|P16035|TIMP2_HUMAN,458.3545344,0.119482449,0.23677149,0.504631908,0.613817394,0.826288243,Metalloproteinase inhibitor 2 OS=Homo sapiens GN=TIMP2 PE=1 SV=2
gene6531,LOC106917769,NA,NA,3.219933242,-0.613445853,1.216259795,-0.50437074,0.614000876,0.826458735,NA
gene13971,fam210a,ENSPMEG00000020617,sp|Q96ND0|F210A_HUMAN,227.7919273,0.075111453,0.148993801,0.504124687,0.61417376,0.826638996,Protein FAM210A OS=Homo sapiens GN=FAM210A PE=1 SV=2
gene17261,prph,ENSPMEG00000011185,sp|P08670|VIME_HUMAN,8.180656601,0.473894663,0.940278348,0.503994019,0.61426558,0.826663707,Vimentin OS=Homo sapiens GN=VIM PE=1 SV=4
gene6058,LOC106917260,NA,sp|Q9HCU0|CD248_HUMAN,30.42012892,-0.175240511,0.347707941,-0.50398766,0.614270048,0.826663707,Endosialin OS=Homo sapiens GN=CD248 PE=1 SV=1
gene15922,LOC106928028,ENSPMEG00000011758,sp|Q7Z7G0|TARSH_HUMAN,317.5576387,0.18086504,0.359025687,0.503766293,0.614425617,0.826715746,Target of Nesh-SH3 OS=Homo sapiens GN=ABI3BP PE=1 SV=1
gene10987,galnt12,ENSPMEG00000019813,sp|Q8IXK2|GLT12_HUMAN,81.12136842,0.153377834,0.304459036,0.503771658,0.614421846,0.826715746,Polypeptide N-acetylgalactosaminyltransferase 12 OS=Homo sapiens GN=GALNT12 PE=1 SV=3
gene30787,LOC106912860,NA,sp|P19320|VCAM1_HUMAN,21.73158869,0.203961658,0.404862841,0.503779645,0.614416233,0.826715746,Vascular cell adhesion protein 1 OS=Homo sapiens GN=VCAM1 PE=1 SV=1
gene25111,LOC106906771,ENSPMEG00000006799,sp|A6NNS2|DRS7C_HUMAN,5.785172375,-0.508599246,1.010115905,-0.503505828,0.614608684,0.826909622,Dehydrogenase/reductase SDR family member 7C OS=Homo sapiens GN=DHRS7C PE=2 SV=3
gene16729,txndc11,ENSPMEG00000007612,sp|Q6PKC3|TXD11_HUMAN,126.952101,-0.099742714,0.198332558,-0.502906405,0.615030078,0.827371639,Thioredoxin domain-containing protein 11 OS=Homo sapiens GN=TXNDC11 PE=1 SV=2
gene30367,LOC106912403,NA,sp|Q96QD8|S38A2_HUMAN,401.3247545,-0.229456708,0.456240677,-0.502929089,0.615014129,0.827371639,Sodium-coupled neutral amino acid transporter 2 OS=Homo sapiens GN=SLC38A2 PE=1 SV=2
gene8113,LOC106919503,ENSPMEG00000013052,sp|O43184|ADA12_HUMAN,2.921605361,1.033123455,2.054605561,0.502832989,0.615081698,0.827388619,Disintegrin and metalloproteinase domain-containing protein 12 OS=Homo sapiens GN=ADAM12 PE=1 SV=3
gene22927,LOC106904413,ENSPMEG00000005085,sp|Q641Q3|METRL_HUMAN,31.49399824,-0.192960186,0.383967325,-0.502543247,0.615285439,0.827427235,Meteorin-like protein OS=Homo sapiens GN=METRNL PE=2 SV=1
gene11279,fam177a1,ENSPMEG00000011575,sp|Q8N128|F177A_HUMAN,244.0249513,-0.080781278,0.160754009,-0.502514855,0.615305405,0.827427235,Protein FAM177A1 OS=Homo sapiens GN=FAM177A1 PE=1 SV=1
gene18260,upb1,ENSPMEG00000020853,sp|Q9UBR1|BUP1_HUMAN,35.93919657,0.175484646,0.349186145,0.502553291,0.615278376,0.827427235,Beta-ureidopropionase OS=Homo sapiens GN=UPB1 PE=1 SV=1
gene5416,znf628,ENSPMEG00000024182,sp|Q5EBL2|ZN628_HUMAN,174.2478017,0.087320015,0.17374923,0.502563462,0.615271224,0.827427235,Zinc finger protein 628 OS=Homo sapiens GN=ZNF628 PE=2 SV=3
gene18429,LOC106930686,NA,sp|Q9Y224|CN166_HUMAN,161.4763616,-0.090927014,0.180872957,-0.502712048,0.615166738,0.827427235,UPF0568 protein C14orf166 OS=Homo sapiens GN=C14orf166 PE=1 SV=1
gene6206,zmynd19,ENSPMEG00000016913,sp|Q96E35|ZMY19_HUMAN,42.92727298,0.132387934,0.263603912,0.502222949,0.615510702,0.827545947,Zinc finger MYND domain-containing protein 19 OS=Homo sapiens GN=ZMYND19 PE=1 SV=1
gene14005,tns3,ENSPMEG00000019526,sp|Q68CZ2|TENS3_HUMAN,57.91559954,-0.180614642,0.35962253,-0.502233945,0.615502968,0.827545947,Tensin-3 OS=Homo sapiens GN=TNS3 PE=1 SV=2
gene7631,LOC106918972,NA,sp|Q99880|H2B1L_HUMAN,11.83393554,0.307896202,0.61296539,0.502306014,0.61545228,0.827545947,Histone H2B type 1-L OS=Homo sapiens GN=HIST1H2BL PE=1 SV=3
gene5333,capn10,ENSPMEG00000004401,sp|Q9HC96|CAN10_HUMAN,159.8604659,0.087111814,0.173502697,0.502077579,0.615612951,0.827630972,Calpain-10 OS=Homo sapiens GN=CAPN10 PE=1 SV=2
gene24177,snrnp27,ENSPMEG00000014553,sp|Q8WVK2|SNR27_HUMAN,255.4814077,0.108701779,0.216543503,0.501985873,0.615677459,0.827665249,U4/U6.U5 small nuclear ribonucleoprotein 27 kDa protein OS=Homo sapiens GN=SNRNP27 PE=1 SV=1
gene15388,atp5j,NA,sp|P18859|ATP5J_HUMAN,660.8671663,0.117221948,0.233545715,0.501922924,0.61572174,0.827672333,"ATP synthase-coupling factor 6, mitochondrial OS=Homo sapiens GN=ATP5J PE=1 SV=1"
gene25467,pofut1,ENSPMEG00000013902,sp|Q9H488|OFUT1_HUMAN,104.099524,0.09726319,0.193803686,0.501864501,0.615762837,0.827675137,GDP-fucose protein O-fucosyltransferase 1 OS=Homo sapiens GN=POFUT1 PE=1 SV=1
gene8788,galm,ENSPMEG00000010815,sp|Q96C23|GALM_HUMAN,187.3643963,0.067036535,0.13365217,0.50157461,0.615966783,0.827896818,Aldose 1-epimerase OS=Homo sapiens GN=GALM PE=1 SV=1
gene11811,ermp1,ENSPMEG00000000245,sp|Q7Z2K6|ERMP1_HUMAN,133.2280648,-0.119660151,0.238659112,-0.50138522,0.61610004,0.827902899,Endoplasmic reticulum metallopeptidase 1 OS=Homo sapiens GN=ERMP1 PE=1 SV=2
gene12503,celsr2,ENSPMEG00000004826,sp|Q9HCU4|CELR2_HUMAN,12.72618593,0.318050409,0.634510496,0.501253188,0.616192946,0.827902899,Cadherin EGF LAG seven-pass G-type receptor 2 OS=Homo sapiens GN=CELSR2 PE=1 SV=1
gene24312,phpt1,ENSPMEG00000008785,sp|Q9NRX4|PHP14_HUMAN,121.8093166,-0.139642352,0.278657988,-0.501124525,0.616283488,0.827902899,14 kDa phosphohistidine phosphatase OS=Homo sapiens GN=PHPT1 PE=1 SV=1
gene5152,LOC106916270,ENSPMEG00000011875,sp|Q9BWL3|CA043_HUMAN,154.2437881,0.096885899,0.193308262,0.501198958,0.616231108,0.827902899,Uncharacterized protein C1orf43 OS=Homo sapiens GN=C1orf43 PE=2 SV=1
gene12738,greb1l,ENSPMEG00000021481,sp|Q9C091|GRB1L_HUMAN,53.62336979,0.210058684,0.419146368,0.501158306,0.616259715,0.827902899,GREB1-like protein OS=Homo sapiens GN=GREB1L PE=2 SV=2
gene27773,LOC106909643,NA,sp|Q8IVL1|NAV2_HUMAN,2.562162929,-0.703513103,1.403811573,-0.501144966,0.616269103,0.827902899,Neuron navigator 2 OS=Homo sapiens GN=NAV2 PE=1 SV=3
gene29190,LOC106911151,NA,sp|O60896|RAMP3_HUMAN,4.623805062,0.517442498,1.031864033,0.501463838,0.616044722,0.827902899,Receptor activity-modifying protein 3 OS=Homo sapiens GN=RAMP3 PE=1 SV=1
gene1627,LOC106928619,NA,sp|P55160|NCKPL_HUMAN,321.4411179,-0.113351494,0.226049346,-0.501445795,0.616057417,0.827902899,Nck-associated protein 1-like OS=Homo sapiens GN=NCKAP1L PE=1 SV=3
gene1021,pura,ENSPMEG00000001875,sp|Q00577|PURA_HUMAN,106.2556618,-0.111548415,0.222789044,-0.500690754,0.61658878,0.827915804,Transcriptional activator protein Pur-alpha OS=Homo sapiens GN=PURA PE=1 SV=2
gene30422,LOC106912459,ENSPMEG00000003563,NA,99.52837165,0.179240737,0.357923058,0.500780076,0.616525909,0.827915804,NA
gene3328,LOC106914284,ENSPMEG00000005897,sp|Q14588|ZN234_HUMAN,163.2098031,-0.090668765,0.1810333,-0.50084026,0.616483549,0.827915804,Zinc finger protein 234 OS=Homo sapiens GN=ZNF234 PE=2 SV=3
gene6359,klc2,ENSPMEG00000013092,sp|Q9H0B6|KLC2_HUMAN,5.28263804,0.749747095,1.497884325,0.50053738,0.616696743,0.827915804,Kinesin light chain 2 OS=Homo sapiens GN=KLC2 PE=1 SV=1
gene6242,LOC106917466,ENSPMEG00000016100,sp|P84243|H33_HUMAN,1108.975417,0.069228429,0.138182725,0.500991919,0.61637681,0.827915804,Histone H3.3 OS=Homo sapiens GN=H3F3A PE=1 SV=2
gene17115,ostc,ENSPMEG00000016835,sp|Q9NRP0|OSTC_HUMAN,914.2485075,0.058904362,0.11768836,0.500511366,0.616715055,0.827915804,Oligosaccharyltransferase complex subunit OSTC OS=Homo sapiens GN=OSTC PE=1 SV=1
gene6744,fzd4,ENSPMEG00000019138,sp|Q9ULV1|FZD4_HUMAN,49.28576961,0.218542674,0.43659698,0.50055929,0.616681319,0.827915804,Frizzled-4 OS=Homo sapiens GN=FZD4 PE=1 SV=2
gene28101,mfsd12,ENSPMEG00000020033,sp|Q6NUT3|MFS12_HUMAN,648.5310984,-0.073259382,0.146362824,-0.50053272,0.616700023,0.827915804,Major facilitator superfamily domain-containing protein 12 OS=Homo sapiens GN=MFSD12 PE=1 SV=2
gene26710,LOC106908497,NA,sp|Q4VCS5|AMOT_HUMAN,41.73823325,0.154205877,0.308103033,0.500501004,0.616722349,0.827915804,Angiomotin OS=Homo sapiens GN=AMOT PE=1 SV=1
gene18536,LOC106930797,NA,sp|Q9NPF4|OSGEP_HUMAN,33.89105558,0.155536987,0.310733673,0.500547576,0.616689565,0.827915804,Probable tRNA N6-adenosine threonylcarbamoyltransferase OS=Homo sapiens GN=OSGEP PE=1 SV=1
gene19828,LOC106932198,NA,sp|Q9BYV6|TRI55_HUMAN,5.645309142,0.564735197,1.128200528,0.500562784,0.61667886,0.827915804,Tripartite motif-containing protein 55 OS=Homo sapiens GN=TRIM55 PE=1 SV=2
gene21119,LOC106933595,ENSPMEG00000004485,NA,28.74589799,0.132279393,0.264369811,0.500357408,0.616823438,0.827939056,NA
gene16777,syvn1,ENSPMEG00000005414,sp|Q86TM6|SYVN1_HUMAN,401.6297663,0.075718826,0.151343788,0.500310101,0.616856743,0.827939056,E3 ubiquitin-protein ligase synoviolin OS=Homo sapiens GN=SYVN1 PE=1 SV=2
gene22093,LOC106903511,ENSPMEG00000018782,sp|Q9BXN1|ASPN_HUMAN,52.33416787,0.178445601,0.356596767,0.500412841,0.616784413,0.827939056,Asporin OS=Homo sapiens GN=ASPN PE=1 SV=2
gene2987,LOC106913897,ENSPMEG00000006456,NA,217.8293609,0.247232121,0.494321688,0.500144191,0.616973552,0.827944122,NA
gene13550,parpbp,ENSPMEG00000015477,sp|Q9NWS1|PARI_HUMAN,23.75148958,0.265417906,0.530630071,0.500193865,0.616938578,0.827944122,PCNA-interacting partner OS=Homo sapiens GN=PARPBP PE=1 SV=3
gene1242,scfd2,ENSPMEG00000020705,sp|Q8WU76|SCFD2_HUMAN,87.71359971,-0.081413597,0.162782118,-0.500138454,0.616977591,0.827944122,Sec1 family domain-containing protein 2 OS=Homo sapiens GN=SCFD2 PE=1 SV=2
gene25965,gls,ENSPMEG00000022833,sp|Q9UI32|GLSL_HUMAN,628.1728872,-0.093636423,0.187256969,-0.500042393,0.617045228,0.827982515,"Glutaminase liver isoform, mitochondrial OS=Homo sapiens GN=GLS2 PE=1 SV=2"
gene936,LOC106920730,NA,NA,69.55725875,0.112430015,0.225138703,0.49938111,0.617510924,0.828555007,NA
gene10469,LOC106922091,ENSPMEG00000002793,sp|O15084|ANR28_HUMAN,47.08712553,0.20013305,0.401005606,0.499077936,0.617724481,0.828631929,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A OS=Homo sapiens GN=ANKRD28 PE=1 SV=5
gene14721,coq7,ENSPMEG00000017017,sp|Q99807|COQ7_HUMAN,100.0610331,0.12407663,0.248602041,0.49909739,0.617710776,0.828631929,"5-demethoxyubiquinone hydroxylase, mitochondrial OS=Homo sapiens GN=COQ7 PE=1 SV=3"
gene1270,lpcat1,ENSPMEG00000020058,sp|Q8NF37|PCAT1_HUMAN,225.5680046,0.089316919,0.17893762,0.499151155,0.617672902,0.828631929,Lysophosphatidylcholine acyltransferase 1 OS=Homo sapiens GN=LPCAT1 PE=1 SV=2
gene26479,LOC106908245,NA,sp|Q969Y0|NXPE3_HUMAN,24.16238513,0.393469323,0.788299567,0.499136799,0.617683015,0.828631929,NXPE family member 3 OS=Homo sapiens GN=NXPE3 PE=2 SV=1
gene20404,sh3yl1,ENSPMEG00000006642,sp|Q96HL8|SH3Y1_HUMAN,660.5282186,-0.081468824,0.163305085,-0.498874997,0.617867449,0.82877131,SH3 domain-containing YSC84-like protein 1 OS=Homo sapiens GN=SH3YL1 PE=1 SV=1
gene3832,rbm26,ENSPMEG00000017151,sp|Q5T8P6|RBM26_HUMAN,399.7639192,0.06182797,0.12395817,0.498780918,0.617933732,0.828807592,RNA-binding protein 26 OS=Homo sapiens GN=RBM26 PE=1 SV=3
gene30840,LOC106912918,NA,sp|Q12874|SF3A3_HUMAN,32.51684492,0.172334514,0.345549688,0.498725711,0.617972629,0.828807592,Splicing factor 3A subunit 3 OS=Homo sapiens GN=SF3A3 PE=1 SV=1
gene19364,bgn,ENSPMEG00000004846,sp|P07585|PGS2_HUMAN,90.12423981,0.215274898,0.43206155,0.498250535,0.618307468,0.829146584,Decorin OS=Homo sapiens GN=DCN PE=1 SV=1
gene14891,LOC106926900,ENSPMEG00000009954,sp|Q5XG87|PAPD7_HUMAN,14.75272156,0.246796129,0.495571871,0.498002699,0.61848214,0.829146584,Non-canonical poly(A) RNA polymerase PAPD7 OS=Homo sapiens GN=PAPD7 PE=1 SV=3
gene9142,eif4g1,ENSPMEG00000018041,sp|Q04637|IF4G1_HUMAN,570.8098342,-0.061321054,0.123136923,-0.497990795,0.61849053,0.829146584,Eukaryotic translation initiation factor 4 gamma 1 OS=Homo sapiens GN=EIF4G1 PE=1 SV=4
gene11464,LOC106923138,ENSPMEG00000022738,sp|Q9UBP5|HEY2_HUMAN,5.048784004,0.765400085,1.53680121,0.498047555,0.618450524,0.829146584,Hairy/enhancer-of-split related with YRPW motif protein 2 OS=Homo sapiens GN=HEY2 PE=1 SV=1
gene8467,LOC106919879,NA,sp|P56748|CLD8_HUMAN,3150.099937,0.100061169,0.200835009,0.498225731,0.618324948,0.829146584,Claudin-8 OS=Homo sapiens GN=CLDN8 PE=1 SV=1
gene13532,LOC106925419,NA,NA,210.4276416,-0.188861961,0.379212939,-0.498036701,0.618458175,0.829146584,NA
gene12517,foxn1,NA,sp|O15353|FOXN1_HUMAN,11.61673341,-0.372746136,0.748518019,-0.497978841,0.618498956,0.829146584,Forkhead box protein N1 OS=Homo sapiens GN=FOXN1 PE=2 SV=1
gene28685,LOC106910612,ENSPMEG00000005047,sp|O95696|BRD1_HUMAN,265.8034854,-0.075506345,0.151719712,-0.49766997,0.618716677,0.829386051,Bromodomain-containing protein 1 OS=Homo sapiens GN=BRD1 PE=1 SV=1
gene6873,fbxl2,ENSPMEG00000014121,sp|Q96IG2|FXL20_HUMAN,169.0944127,0.078952322,0.158733227,0.497390011,0.618914048,0.829440999,F-box/LRR-repeat protein 20 OS=Homo sapiens GN=FBXL20 PE=1 SV=2
gene27400,LOC106909235,ENSPMEG00000020437,sp|O00370|LORF2_HUMAN,973.7376238,-0.085183327,0.171250851,-0.497418414,0.618894023,0.829440999,LINE-1 retrotransposable element ORF2 protein OS=Homo sapiens PE=1 SV=1
gene7798,LOC106919159,ENSPMEG00000023891,sp|Q13634|CAD18_HUMAN,5.142091679,0.443165048,0.890783287,0.497500407,0.618836216,0.829440999,Cadherin-18 OS=Homo sapiens GN=CDH18 PE=2 SV=1
gene16322,LOC106928433,NA,sp|O14713|ITBP1_HUMAN,71.67595522,-0.090232876,0.181373541,-0.497497459,0.618838294,0.829440999,Integrin beta-1-binding protein 1 OS=Homo sapiens GN=ITGB1BP1 PE=1 SV=1
gene23172,LOC106904679,NA,sp|Q96KG7|MEG10_HUMAN,50.96134832,0.155145992,0.311975982,0.497301079,0.618976751,0.829472634,Multiple epidermal growth factor-like domains protein 10 OS=Homo sapiens GN=MEGF10 PE=1 SV=1
gene8983,gins2,ENSPMEG00000000113,sp|Q9Y248|PSF2_HUMAN,156.0770629,-0.106873466,0.215033027,-0.49700954,0.619182324,0.829515426,DNA replication complex GINS protein PSF2 OS=Homo sapiens GN=GINS2 PE=1 SV=1
gene24539,LOC106906143,ENSPMEG00000000950,sp|O60882|MMP20_HUMAN,3.176670709,-1.005840787,2.023991666,-0.496958957,0.619217994,0.829515426,Matrix metalloproteinase-20 OS=Homo sapiens GN=MMP20 PE=1 SV=3
gene15592,spc24,ENSPMEG00000003797,sp|Q8NBT2|SPC24_HUMAN,59.35287888,0.137434131,0.276502875,0.49704413,0.619157932,0.829515426,Kinetochore protein Spc24 OS=Homo sapiens GN=SPC24 PE=1 SV=2
gene14668,LOC106926661,ENSPMEG00000018014,sp|O95819|M4K4_HUMAN,269.7893889,-0.10136051,0.203968573,-0.496941801,0.619230093,0.829515426,Mitogen-activated protein kinase kinase kinase kinase 4 OS=Homo sapiens GN=MAP4K4 PE=1 SV=2
gene28709,LOC106910637,NA,sp|Q9H324|ATS10_HUMAN,4.114835474,0.859086415,1.728010188,0.497153559,0.619080768,0.829515426,A disintegrin and metalloproteinase with thrombospondin motifs 10 OS=Homo sapiens GN=ADAMTS10 PE=1 SV=2
gene30113,prune,NA,sp|Q86TP1|PRUNE_HUMAN,110.61701,0.122175518,0.245864029,0.496923109,0.619243275,0.829515426,Protein prune homolog OS=Homo sapiens GN=PRUNE PE=1 SV=2
gene13315,LOC106925187,ENSPMEG00000022677,sp|P11279|LAMP1_HUMAN,216.2537704,-0.083016496,0.167082903,-0.496858113,0.619289111,0.829524451,Lysosome-associated membrane glycoprotein 1 OS=Homo sapiens GN=LAMP1 PE=1 SV=3
gene23097,dnal4,ENSPMEG00000000018,sp|O96015|DNAL4_HUMAN,49.18071153,-0.139908764,0.281773828,-0.496528598,0.619521516,0.829730982,"Dynein light chain 4, axonemal OS=Homo sapiens GN=DNAL4 PE=1 SV=1"
gene12315,pnkd,ENSPMEG00000014212,NA,241.8722541,0.101995571,0.205413153,0.496538654,0.619514423,0.829730982,NA
gene16192,LOC106928296,NA,NA,4.388435411,-0.464823139,0.936401888,-0.496392782,0.619617316,0.829806905,NA
gene31096,LOC106913155,NA,sp|Q8TAQ5|ZN420_HUMAN,6.095358125,-0.297214075,0.598866072,-0.49629473,0.619686484,0.829847153,Zinc finger protein 420 OS=Homo sapiens GN=ZNF420 PE=1 SV=1
gene28491,LOC106910397,NA,NA,11.96667229,-0.23316619,0.470112763,-0.495979282,0.619909028,0.830092776,NA
gene855,LOC106919728,ENSPMEG00000009859,sp|Q9BXT2|CCG6_HUMAN,13.20722535,-0.302463259,0.609993006,-0.495847094,0.620002296,0.83016527,Voltage-dependent calcium channel gamma-6 subunit OS=Homo sapiens GN=CACNG6 PE=2 SV=1
gene27215,LOC106909039,ENSPMEG00000001925,sp|Q6NT76|HMBX1_HUMAN,163.5563244,0.114283649,0.230579275,0.495637126,0.620150454,0.830311248,Homeobox-containing protein 1 OS=Homo sapiens GN=HMBOX1 PE=1 SV=1
gene4452,LOC106915508,ENSPMEG00000018060,sp|P20849|CO9A1_HUMAN,3.030673299,-1.181388615,2.384460079,-0.4954533,0.620280179,0.830432528,Collagen alpha-1(IX) chain OS=Homo sapiens GN=COL9A1 PE=1 SV=3
gene17908,LOC106930128,NA,NA,42.54095097,-0.148816219,0.300418878,-0.495362407,0.620344326,0.830466003,NA
gene22637,ube2c,ENSPMEG00000020627,sp|O00762|UBE2C_HUMAN,138.187661,0.097979055,0.197845536,0.495230052,0.62043774,0.830528191,Ubiquitin-conjugating enzyme E2 C OS=Homo sapiens GN=UBE2C PE=1 SV=1
gene21457,LOC106933974,NA,NA,96.72284147,0.09650609,0.194888701,0.49518566,0.620469072,0.830528191,NA
gene20725,LOC106933173,ENSPMEG00000021692,sp|Q5T4W7|ARTN_HUMAN,5.371114052,0.536466784,1.083790524,0.494991211,0.620606325,0.830658828,Artemin OS=Homo sapiens GN=ARTN PE=1 SV=1
gene11659,LOC106923376,NA,sp|P01709|LV206_HUMAN,7.124685119,0.498284358,1.006764297,0.494936461,0.620644973,0.830658828,Ig lambda chain V-II region MGC OS=Homo sapiens PE=1 SV=1
gene6828,fgf16,ENSPMEG00000016341,sp|P31371|FGF9_HUMAN,14.77994458,0.255884261,0.517160434,0.494787003,0.62075048,0.83069523,Fibroblast growth factor 9 OS=Homo sapiens GN=FGF9 PE=1 SV=3
gene14991,LOC106926997,NA,sp|P61026|RAB10_HUMAN,46.20417939,-0.102977067,0.208117229,-0.494803183,0.620739058,0.83069523,Ras-related protein Rab-10 OS=Homo sapiens GN=RAB10 PE=1 SV=1
gene26175,cebpz,ENSPMEG00000013419,sp|Q03701|CEBPZ_HUMAN,344.3039428,-0.074452061,0.150534227,-0.494585603,0.620892667,0.830780702,CCAAT/enhancer-binding protein zeta OS=Homo sapiens GN=CEBPZ PE=1 SV=3
gene13629,LOC106925520,NA,NA,695.6360152,0.372999665,0.754146182,0.494598625,0.620883473,0.830780702,NA
gene23435,LOC106904958,NA,sp|Q9H987|SYP2L_HUMAN,16.11313246,-0.33892019,0.685396018,-0.494488122,0.620961493,0.830820397,Synaptopodin 2-like protein OS=Homo sapiens GN=SYNPO2L PE=2 SV=3
gene29107,LOC106911066,NA,sp|Q04721|NOTC2_HUMAN,338.0497597,0.09881098,0.199891822,0.494322277,0.621078595,0.830924673,Neurogenic locus notch homolog protein 2 OS=Homo sapiens GN=NOTCH2 PE=1 SV=3
gene23091,LOC106904598,ENSPMEG00000002292,sp|P04085|PDGFA_HUMAN,58.62127838,-0.197272414,0.399219332,-0.494145443,0.621203466,0.831008287,Platelet-derived growth factor subunit A OS=Homo sapiens GN=PDGFA PE=1 SV=1
gene448,LOC106915580,ENSPMEG00000002898,sp|P08069|IGF1R_HUMAN,69.92099542,0.10926781,0.221134912,0.494122838,0.62121943,0.831008287,Insulin-like growth factor 1 receptor OS=Homo sapiens GN=IGF1R PE=1 SV=1
gene28327,LOC106910217,ENSPMEG00000015833,sp|Q86YR5|GPSM1_HUMAN,46.14777531,-0.131502266,0.266209238,-0.493980852,0.621319703,0.83109002,G-protein-signaling modulator 1 OS=Homo sapiens GN=GPSM1 PE=1 SV=2
gene29922,LOC106911937,NA,sp|P33527|MRP1_HUMAN,100.1158104,-0.118193565,0.239295449,-0.493923161,0.621360446,0.831092122,Multidrug resistance-associated protein 1 OS=Homo sapiens GN=ABCC1 PE=1 SV=3
gene3430,LOC106914384,ENSPMEG00000003490,sp|Q9H0W7|THAP2_HUMAN,12.05795729,0.421435505,0.853767093,0.493618819,0.621575407,0.831272865,THAP domain-containing protein 2 OS=Homo sapiens GN=THAP2 PE=1 SV=1
gene4080,rps25,ENSPMEG00000006193,sp|P62851|RS25_HUMAN,11262.52618,-0.122705658,0.248594627,-0.493597386,0.621590548,0.831272865,40S ribosomal protein S25 OS=Homo sapiens GN=RPS25 PE=1 SV=1
gene2003,LOC106933076,ENSPMEG00000016172,sp|O95251|KAT7_HUMAN,92.39629761,-0.126141839,0.255601405,-0.493509961,0.621652303,0.831272865,Histone acetyltransferase KAT7 OS=Homo sapiens GN=KAT7 PE=1 SV=1
gene26921,LOC106908719,NA,NA,5.58091442,0.529947622,1.073785884,0.493531932,0.621636783,0.831272865,NA
gene3243,LOC106914187,ENSPMEG00000009784,sp|Q6TDP4|KLH17_HUMAN,83.36395337,0.084756285,0.171787454,0.49337878,0.621744973,0.831344385,Kelch-like protein 17 OS=Homo sapiens GN=KLHL17 PE=2 SV=1
gene28508,dpy30,ENSPMEG00000008647,sp|Q9C005|DPY30_HUMAN,107.929827,-0.130650445,0.264918578,-0.493172076,0.621891007,0.831436259,Protein dpy-30 homolog OS=Homo sapiens GN=DPY30 PE=1 SV=1
gene9988,acly,ENSPMEG00000011607,sp|P53396|ACLY_HUMAN,4.130948799,0.858699945,1.741598685,0.493052706,0.621975346,0.831436259,ATP-citrate synthase OS=Homo sapiens GN=ACLY PE=1 SV=3
gene12344,kif7,ENSPMEG00000013561,sp|Q2M1P5|KIF7_HUMAN,112.673136,-0.121591202,0.246660954,-0.492948723,0.622048819,0.831436259,Kinesin-like protein KIF7 OS=Homo sapiens GN=KIF7 PE=1 SV=2
gene14183,trpc1,ENSPMEG00000014721,sp|P48995|TRPC1_HUMAN,7.666483987,0.4479396,0.908477,0.493066528,0.621965581,0.831436259,Short transient receptor potential channel 1 OS=Homo sapiens GN=TRPC1 PE=1 SV=1
gene24678,asb16,ENSPMEG00000021110,sp|Q96NS5|ASB16_HUMAN,7.229374901,0.480989327,0.975329221,0.493155867,0.621902459,0.831436259,Ankyrin repeat and SOCS box protein 16 OS=Homo sapiens GN=ASB16 PE=1 SV=2
gene21282,cers1,ENSPMEG00000024143,sp|P27544|CERS1_HUMAN,381.6994718,0.074039346,0.150180918,0.493001026,0.622011863,0.831436259,Ceramide synthase 1 OS=Homo sapiens GN=CERS1 PE=1 SV=1
gene405,LOC106915035,ENSPMEG00000007368,sp|P02818|OSTCN_HUMAN,31.85458754,0.368790372,0.748240611,0.492876712,0.622099703,0.83145189,Osteocalcin OS=Homo sapiens GN=BGLAP PE=1 SV=2
